experiment,variant,phase,runner,runner_code,parent_variant,created_at,started_at,completed_at,queue_seconds,execution_seconds,total_seconds,status
0,v4_0099,f04_targets,GithubActions,2,v3_0006,2026-06-22T20:30:59.826489+00:00,2026-06-22T20:31:25.067725+00:00,2026-06-22T20:33:50.081310+00:00,25,145,170,success
0,v4_0100,f04_targets,GithubActions,2,v3_0004,2026-06-22T20:31:02.145589+00:00,2026-06-22T20:31:34.937146+00:00,2026-06-22T20:34:03.550548+00:00,32,148,181,success
0,v4_0098,f04_targets,GithubActions,2,v3_0005,2026-06-22T20:30:57.495233+00:00,2026-06-22T20:31:14.944035+00:00,2026-06-22T20:34:03.550190+00:00,17,168,186,success
0,v4_0105,f04_targets,GithubActions,2,v3_0006,2026-06-22T20:31:09.387948+00:00,2026-06-22T20:32:04.862102+00:00,2026-06-22T20:34:29.291585+00:00,55,144,199,success
0,v4_0106,f04_targets,GithubActions,2,v3_0004,2026-06-22T20:31:12.016891+00:00,2026-06-22T20:32:14.707581+00:00,2026-06-22T20:34:48.257551+00:00,62,153,216,success
0,v5_0095,f05_modeling,GithubActions,2,v4_0095,2026-06-22T20:35:41.952867+00:00,2026-06-22T20:43:35.039205+00:00,2026-06-22T20:44:53.587654+00:00,473,78,551,failed
0,v5_0096,f05_modeling,GithubActions,2,v4_0096,2026-06-22T20:35:44.670647+00:00,2026-06-22T20:43:45.343384+00:00,2026-06-22T20:45:04.403529+00:00,480,79,559,failed
0,v5_0097,f05_modeling,GithubActions,2,v4_0097,2026-06-22T20:35:47.616115+00:00,2026-06-22T20:43:59.062085+00:00,2026-06-22T20:45:17.880501+00:00,491,78,570,failed
0,v5_0100,f05_modeling,GithubActions,2,v4_0100,2026-06-22T20:35:55.078970+00:00,2026-06-22T20:44:28.982129+00:00,2026-06-22T20:45:47.223401+00:00,513,78,592,failed
0,v5_0098,f05_modeling,GithubActions,2,v4_0098,2026-06-22T20:35:50.471026+00:00,2026-06-22T20:44:08.911874+00:00,2026-06-22T20:45:47.222980+00:00,498,98,596,failed
0,v5_0101,f05_modeling,GithubActions,2,v4_0101,2026-06-22T20:35:55.200620+00:00,2026-06-22T20:44:38.819682+00:00,2026-06-22T20:45:59.487343+00:00,523,80,604,failed
0,v5_0104,f05_modeling,GithubActions,2,v4_0104,2026-06-22T20:36:22.517185+00:00,2026-06-22T20:44:59.652391+00:00,2026-06-22T20:46:24.661704+00:00,517,85,602,failed
0,v5_0103,f05_modeling,GithubActions,2,v4_0103,2026-06-22T20:36:19.517942+00:00,2026-06-22T20:44:48.694693+00:00,2026-06-22T20:46:24.662225+00:00,509,95,605,failed
0,v5_0105,f05_modeling,GithubActions,2,v4_0105,2026-06-22T20:36:25.088424+00:00,2026-06-22T20:45:17.388232+00:00,2026-06-22T20:46:45.204959+00:00,532,87,620,failed
0,v6_0007,f06_quant,GithubActions,2,v5_0007,2026-06-22T20:45:14.526383+00:00,2026-06-22T20:46:03.032933+00:00,2026-06-22T20:48:07.297367+00:00,48,124,172,success
0,v6_0008,f06_quant,GithubActions,2,v5_0008,2026-06-22T20:45:17.387586+00:00,2026-06-22T20:46:46.669193+00:00,2026-06-22T20:48:45.035797+00:00,89,118,207,success
0,v6_0003,f06_quant,GithubActions,2,v5_0003,2026-06-22T20:45:01.951815+00:00,2026-06-22T20:45:50.840296+00:00,2026-06-22T20:48:45.208795+00:00,48,174,223,success
0,v6_0009,f06_quant,GithubActions,2,v5_0009,2026-06-22T20:45:21.466484+00:00,2026-06-22T20:47:03.952344+00:00,2026-06-22T20:49:13.381222+00:00,102,129,231,success
0,v6_0012,f06_quant,GithubActions,2,v5_0012,2026-06-22T20:45:38.504817+00:00,2026-06-22T20:47:43.303321+00:00,2026-06-22T20:49:26.291453+00:00,124,102,227,success
0,v6_0013,f06_quant,GithubActions,2,v5_0013,2026-06-22T20:45:41.560847+00:00,2026-06-22T20:47:24.951994+00:00,2026-06-22T20:49:43.031853+00:00,103,138,241,success
0,v6_0011,f06_quant,GithubActions,2,v5_0011,2026-06-22T20:45:28.171650+00:00,2026-06-22T20:47:15.221348+00:00,2026-06-22T20:49:43.030539+00:00,107,147,254,success
0,v6_0014,f06_quant,GithubActions,2,v5_0014,2026-06-22T20:45:41.767706+00:00,2026-06-22T20:47:59.404305+00:00,2026-06-22T20:50:15.987724+00:00,137,136,274,success
0,v6_0015,f06_quant,GithubActions,2,v5_0015,2026-06-22T20:45:41.883770+00:00,2026-06-22T20:48:17.052796+00:00,2026-06-22T20:50:38.320045+00:00,155,141,296,success
0,v6_0016,f06_quant,GithubActions,2,v5_0016,2026-06-22T20:45:42.018973+00:00,2026-06-22T20:48:26.850964+00:00,2026-06-22T20:50:57.465237+00:00,164,150,315,success
0,v6_0017,f06_quant,GithubActions,2,v5_0017,2026-06-22T20:45:42.222589+00:00,2026-06-22T20:48:42.263131+00:00,2026-06-22T20:50:58.202132+00:00,180,135,315,success
0,v6_0045,f06_quant,GithubActions,2,v5_0045,2026-06-22T20:45:47.902260+00:00,,2026-06-22T20:51:03.543814+00:00,,,315,failed
0,v6_0052,f06_quant,GithubActions,2,v5_0052,2026-06-22T20:45:50.110087+00:00,,2026-06-22T20:51:03.852254+00:00,,,313,failed
0,v6_0019,f06_quant,GithubActions,2,v5_0019,2026-06-22T20:45:42.356845+00:00,2026-06-22T20:48:52.840072+00:00,2026-06-22T20:51:24.764853+00:00,190,151,342,success
0,v6_0020,f06_quant,GithubActions,2,v5_0020,2026-06-22T20:45:42.423723+00:00,2026-06-22T20:49:12.826303+00:00,2026-06-22T20:51:27.124160+00:00,210,134,344,success
0,v6_0021,f06_quant,GithubActions,2,v5_0021,2026-06-22T20:45:42.553874+00:00,2026-06-22T20:49:25.140246+00:00,2026-06-22T20:51:50.247743+00:00,222,145,367,success
0,v6_0027,f06_quant,GithubActions,2,v5_0027,2026-06-22T20:45:43.029490+00:00,2026-06-22T20:49:43.029884+00:00,2026-06-22T20:52:02.570080+00:00,240,139,379,success
0,v6_0028,f06_quant,GithubActions,2,v5_0028,2026-06-22T20:45:43.294806+00:00,2026-06-22T20:49:59.213510+00:00,2026-06-22T20:52:35.299093+00:00,255,156,412,success
0,v6_0029,f06_quant,GithubActions,2,v5_0029,2026-06-22T20:45:43.676279+00:00,2026-06-22T20:50:14.866748+00:00,2026-06-22T20:52:53.827926+00:00,271,158,430,success
0,v6_0030,f06_quant,GithubActions,2,v5_0030,2026-06-22T20:45:43.857145+00:00,2026-06-22T20:50:24.129743+00:00,2026-06-22T20:52:53.785181+00:00,280,149,429,success
0,v6_0044,f06_quant,GithubActions,2,v5_0044,2026-06-22T20:45:47.792952+00:00,2026-06-22T20:50:53.064514+00:00,2026-06-22T20:53:22.822179+00:00,305,149,455,success
0,v6_0047,f06_quant,GithubActions,2,v5_0047,2026-06-22T20:45:48.056886+00:00,,2026-06-22T20:55:03.064988+00:00,,,555,canceled
0,v6_0048,f06_quant,GithubActions,2,v5_0048,2026-06-22T20:45:48.126144+00:00,,2026-06-22T20:55:02.934007+00:00,,,554,canceled
0,v6_0046,f06_quant,GithubActions,2,v5_0046,2026-06-22T20:45:47.979406+00:00,,2026-06-22T20:55:04.908308+00:00,,,556,canceled
0,v6_0049,f06_quant,GithubActions,2,v5_0049,2026-06-22T20:45:48.219159+00:00,,2026-06-22T20:55:02.934499+00:00,,,554,canceled
0,v6_0043,f06_quant,GithubActions,2,v5_0043,2026-06-22T20:45:47.717765+00:00,,2026-06-22T20:55:04.964647+00:00,,,557,canceled
0,v6_0041,f06_quant,GithubActions,2,v5_0041,2026-06-22T20:45:47.568128+00:00,,2026-06-22T20:55:15.566709+00:00,,,567,canceled
0,v6_0042,f06_quant,GithubActions,2,v5_0042,2026-06-22T20:45:47.647792+00:00,,2026-06-22T20:55:15.240108+00:00,,,567,canceled
0,v6_0040,f06_quant,GithubActions,2,v5_0040,2026-06-22T20:45:47.506213+00:00,,2026-06-22T20:55:21.746552+00:00,,,574,canceled
0,v6_0036,f06_quant,GithubActions,2,v5_0036,2026-06-22T20:45:45.585526+00:00,,2026-06-22T20:55:37.122836+00:00,,,591,canceled
0,v6_0038,f06_quant,GithubActions,2,v5_0038,2026-06-22T20:45:47.226626+00:00,,2026-06-22T20:55:29.188442+00:00,,,581,canceled
0,v6_0039,f06_quant,GithubActions,2,v5_0039,2026-06-22T20:45:47.395710+00:00,,2026-06-22T20:55:29.211433+00:00,,,581,canceled
0,v6_0037,f06_quant,GithubActions,2,v5_0037,2026-06-22T20:45:46.488037+00:00,,2026-06-22T20:55:38.599073+00:00,,,592,canceled
0,v6_0033,f06_quant,GithubActions,2,v5_0033,2026-06-22T20:45:44.685162+00:00,,2026-06-22T20:55:55.823424+00:00,,,611,canceled
0,v6_0031,f06_quant,GithubActions,2,v5_0031,2026-06-22T20:45:44.079781+00:00,,2026-06-22T20:56:02.359724+00:00,,,618,canceled
0,v6_0026,f06_quant,GithubActions,2,v5_0026,2026-06-22T20:45:42.952141+00:00,,2026-06-22T20:56:02.567718+00:00,,,619,canceled
0,v6_0025,f06_quant,GithubActions,2,v5_0025,2026-06-22T20:45:42.861583+00:00,,2026-06-22T20:56:16.043418+00:00,,,633,canceled
0,v5_0099,f05_modeling,GithubActions,2,v4_0099,2026-06-22T20:35:53.233026+00:00,2026-06-22T20:44:19.052790+00:00,2026-06-22T20:56:38.484455+00:00,505,739,1245,success
0,v6_0022,f06_quant,GithubActions,2,v5_0022,2026-06-22T20:45:42.650261+00:00,,2026-06-22T20:56:36.877733+00:00,,,654,canceled
0,v6_0004,f06_quant,GithubActions,2,v5_0004,2026-06-22T20:45:04.546237+00:00,,2026-06-22T20:57:15.777918+00:00,,,731,canceled
0,v6_0001,f06_quant,GithubActions,2,v5_0001,2026-06-22T20:44:56.137862+00:00,,2026-06-22T20:57:21.863480+00:00,,,745,canceled
0,v5_0108,f05_modeling,GithubActions,2,v4_0108,2026-06-22T20:36:39.739993+00:00,2026-06-22T20:45:41.312161+00:00,2026-06-22T20:58:16.515731+00:00,541,755,1296,success
0,v5_0106,f05_modeling,GithubActions,2,v4_0106,2026-06-22T20:36:29.085771+00:00,2026-06-22T20:45:27.964687+00:00,2026-06-22T20:59:44.420093+00:00,538,856,1395,success
0,v6_0051,f06_quant,GithubActions,2,v5_0051,2026-06-22T20:45:49.732797+00:00,,2026-06-22T21:00:23.093448+00:00,,,873,canceled
0,v6_0034,f06_quant,GithubActions,2,v5_0034,2026-06-22T20:45:44.830369+00:00,,2026-06-22T21:00:23.105092+00:00,,,878,canceled
0,v6_0032,f06_quant,GithubActions,2,v5_0032,2026-06-22T20:45:44.429786+00:00,,2026-06-22T21:00:23.105511+00:00,,,878,canceled
0,v6_0023,f06_quant,GithubActions,2,v5_0023,2026-06-22T20:45:42.736233+00:00,,2026-06-22T21:00:26.251562+00:00,,,883,canceled
0,v6_0018,f06_quant,GithubActions,2,v5_0018,2026-06-22T20:45:42.282102+00:00,,2026-06-22T21:00:27.420527+00:00,,,885,canceled
0,v6_0006,f06_quant,GithubActions,2,v5_0006,2026-06-22T20:45:10.146707+00:00,,2026-06-22T21:00:28.134555+00:00,,,917,canceled
0,v6_0002,f06_quant,GithubActions,2,v5_0002,2026-06-22T20:44:59.590173+00:00,,2026-06-22T21:00:29.479802+00:00,,,929,canceled
0,v6_0050,f06_quant,GithubActions,2,v5_0050,2026-06-22T20:45:48.704760+00:00,,2026-06-22T21:00:52.298300+00:00,,,903,canceled
0,v6_0035,f06_quant,GithubActions,2,v5_0035,2026-06-22T20:45:45.005102+00:00,,2026-06-22T21:00:52.152192+00:00,,,907,canceled
0,v6_0024,f06_quant,GithubActions,2,v5_0024,2026-06-22T20:45:42.790646+00:00,,2026-06-22T21:01:18.954062+00:00,,,936,canceled
0,v6_0010,f06_quant,GithubActions,2,v5_0010,2026-06-22T20:45:24.930611+00:00,,2026-06-22T21:01:45.314561+00:00,,,980,canceled
0,v6_0005,f06_quant,GithubActions,2,v5_0005,2026-06-22T20:45:07.096541+00:00,,2026-06-22T21:01:46.078811+00:00,,,998,canceled
0,v6_0054,f06_quant,GithubActions,2,v5_0054,2026-06-22T21:09:41.916884+00:00,2026-06-22T21:09:59.265490+00:00,2026-06-22T21:12:06.801707+00:00,17,127,144,success
0,v6_0057,f06_quant,GithubActions,2,v5_0057,2026-06-22T21:09:50.708085+00:00,2026-06-22T21:10:09.399109+00:00,2026-06-22T21:12:35.699701+00:00,18,146,164,success
0,v6_0053,f06_quant,GithubActions,2,v5_0053,2026-06-22T21:09:38.786680+00:00,2026-06-22T21:09:49.124203+00:00,2026-06-22T21:12:35.699154+00:00,10,166,176,success
0,v6_0061,f06_quant,GithubActions,2,v5_0061,2026-06-22T21:10:02.135941+00:00,2026-06-22T21:10:19.218885+00:00,2026-06-22T21:12:38.794431+00:00,17,139,156,success
0,v6_0062,f06_quant,GithubActions,2,v5_0062,2026-06-22T21:10:05.137384+00:00,2026-06-22T21:10:28.981975+00:00,2026-06-22T21:12:56.748301+00:00,23,147,171,success
0,v6_0067,f06_quant,GithubActions,2,v5_0067,2026-06-22T21:10:19.477218+00:00,2026-06-22T21:11:08.360482+00:00,2026-06-22T21:13:31.273858+00:00,48,142,191,success
0,v6_0063,f06_quant,GithubActions,2,v5_0063,2026-06-22T21:10:08.140434+00:00,2026-06-22T21:10:38.805437+00:00,2026-06-22T21:13:31.388948+00:00,30,172,203,success
0,v6_0066,f06_quant,GithubActions,2,v5_0066,2026-06-22T21:10:16.861588+00:00,2026-06-22T21:10:58.632854+00:00,2026-06-22T21:13:31.387862+00:00,41,152,194,success
0,v6_0065,f06_quant,GithubActions,2,v5_0065,2026-06-22T21:10:13.964272+00:00,2026-06-22T21:10:48.622930+00:00,2026-06-22T21:13:56.567685+00:00,34,187,222,success
0,v6_0070,f06_quant,GithubActions,2,v5_0070,2026-06-22T21:10:27.386567+00:00,2026-06-22T21:11:38.098742+00:00,2026-06-22T21:13:56.567513+00:00,70,138,209,success
0,v6_0068,f06_quant,GithubActions,2,v5_0068,2026-06-22T21:10:22.311214+00:00,2026-06-22T21:11:18.316847+00:00,2026-06-22T21:13:56.567154+00:00,56,158,214,success
0,v6_0081,f06_quant,GithubActions,2,v5_0081,2026-06-22T21:10:51.131535+00:00,2026-06-22T21:12:43.580264+00:00,2026-06-22T21:14:43.199204+00:00,112,119,232,success
0,v6_0073,f06_quant,GithubActions,2,v5_0073,2026-06-22T21:10:33.817808+00:00,2026-06-22T21:11:57.861533+00:00,2026-06-22T21:14:42.541200+00:00,84,164,248,success
0,v6_0069,f06_quant,GithubActions,2,v5_0069,2026-06-22T21:10:25.063803+00:00,2026-06-22T21:11:28.242190+00:00,2026-06-22T21:14:42.489571+00:00,63,194,257,success
0,v6_0075,f06_quant,GithubActions,2,v5_0075,2026-06-22T21:10:38.011288+00:00,2026-06-22T21:12:13.108511+00:00,2026-06-22T21:15:15.409573+00:00,95,182,277,success
0,v5_0018,f05_modeling,GithubActions,2,v4_0018,2026-06-22T16:05:49.427790+00:00,2026-06-22T16:09:23.936727+00:00,2026-06-22T21:15:35.123699+00:00,214,18371,18585,failed
0,v6_0084,f06_quant,GithubActions,2,v5_0084,2026-06-22T21:10:59.195311+00:00,2026-06-22T21:13:12.864064+00:00,2026-06-22T21:15:35.141079+00:00,133,142,275,success
0,v6_0071,f06_quant,GithubActions,2,v5_0071,2026-06-22T21:10:29.484600+00:00,2026-06-22T21:11:47.890136+00:00,2026-06-22T21:15:35.101254+00:00,78,227,305,success
0,v6_0074,f06_quant,GithubActions,2,v5_0074,2026-06-22T21:10:35.860248+00:00,2026-06-22T21:12:01.954897+00:00,2026-06-22T21:15:35.084890+00:00,86,213,299,success
0,v6_0083,f06_quant,GithubActions,2,v5_0083,2026-06-22T21:10:56.266706+00:00,2026-06-22T21:12:59.409216+00:00,2026-06-22T21:15:35.141322+00:00,123,155,278,success
0,v6_0082,f06_quant,GithubActions,2,v5_0082,2026-06-22T21:10:53.908751+00:00,2026-06-22T21:12:43.556363+00:00,2026-06-22T21:15:35.093725+00:00,109,171,281,success
0,v6_0106,f06_quant,GithubActions,2,v5_0106,2026-06-22T21:11:57.948023+00:00,2026-06-22T21:13:31.389934+00:00,2026-06-22T21:16:23.444446+00:00,93,172,265,success
0,v6_0107,f06_quant,GithubActions,2,v5_0107,2026-06-22T21:12:01.305209+00:00,2026-06-22T21:14:24.993523+00:00,2026-06-22T21:16:24.170832+00:00,143,119,262,success
0,v6_0108,f06_quant,GithubActions,2,v5_0108,2026-06-22T21:12:04.703481+00:00,2026-06-22T21:14:34.061945+00:00,2026-06-22T21:16:43.927741+00:00,149,129,279,success
0,v6_0099,f06_quant,GithubActions,2,v5_0099,2026-06-22T21:11:37.268824+00:00,2026-06-22T21:13:23.609210+00:00,2026-06-22T21:17:09.594831+00:00,106,225,332,success
0,v6_0105,f06_quant,GithubActions,2,v5_0105,2026-06-22T21:11:55.244254+00:00,,2026-06-22T21:20:57.409023+00:00,,,542,canceled
0,v6_0104,f06_quant,GithubActions,2,v5_0104,2026-06-22T21:11:49.149984+00:00,,2026-06-22T21:20:57.413581+00:00,,,548,canceled
0,v6_0102,f06_quant,GithubActions,2,v5_0102,2026-06-22T21:11:44.053216+00:00,,2026-06-22T21:20:57.666511+00:00,,,553,canceled
0,v6_0101,f06_quant,GithubActions,2,v5_0101,2026-06-22T21:11:41.942111+00:00,,2026-06-22T21:20:57.827269+00:00,,,555,canceled
0,v6_0100,f06_quant,GithubActions,2,v5_0100,2026-06-22T21:11:40.141003+00:00,,2026-06-22T21:20:58.024434+00:00,,,557,canceled
0,v6_0098,f06_quant,GithubActions,2,v5_0098,2026-06-22T21:11:35.265781+00:00,,2026-06-22T21:20:59.058359+00:00,,,563,canceled
0,v6_0103,f06_quant,GithubActions,2,v5_0103,2026-06-22T21:11:46.322640+00:00,,2026-06-22T21:20:57.917516+00:00,,,551,canceled
0,v6_0097,f06_quant,GithubActions,2,v5_0097,2026-06-22T21:11:33.234133+00:00,,2026-06-22T21:21:00.066010+00:00,,,566,canceled
0,v6_0096,f06_quant,GithubActions,2,v5_0096,2026-06-22T21:11:30.661733+00:00,,2026-06-22T21:21:01.665478+00:00,,,571,canceled
0,v6_0095,f06_quant,GithubActions,2,v5_0095,2026-06-22T21:11:28.415911+00:00,,2026-06-22T21:21:02.140000+00:00,,,573,canceled
0,v6_0094,f06_quant,GithubActions,2,v5_0094,2026-06-22T21:11:26.536636+00:00,,2026-06-22T21:21:04.788815+00:00,,,578,canceled
0,v6_0093,f06_quant,GithubActions,2,v5_0093,2026-06-22T21:11:24.023892+00:00,,2026-06-22T21:21:05.857048+00:00,,,581,canceled
0,v6_0092,f06_quant,GithubActions,2,v5_0092,2026-06-22T21:11:20.440109+00:00,,2026-06-22T21:21:06.329840+00:00,,,585,canceled
0,v6_0091,f06_quant,GithubActions,2,v5_0091,2026-06-22T21:11:18.108632+00:00,,2026-06-22T21:21:07.075741+00:00,,,588,canceled
0,v6_0090,f06_quant,GithubActions,2,v5_0090,2026-06-22T21:11:15.669278+00:00,,2026-06-22T21:21:08.035652+00:00,,,592,canceled
0,v6_0089,f06_quant,GithubActions,2,v5_0089,2026-06-22T21:11:13.564700+00:00,,2026-06-22T21:21:09.623551+00:00,,,596,canceled
0,v6_0088,f06_quant,GithubActions,2,v5_0088,2026-06-22T21:11:10.662768+00:00,,2026-06-22T21:21:10.294323+00:00,,,599,canceled
0,v6_0087,f06_quant,GithubActions,2,v5_0087,2026-06-22T21:11:07.813722+00:00,,2026-06-22T21:21:10.384732+00:00,,,602,canceled
0,v6_0086,f06_quant,GithubActions,2,v5_0086,2026-06-22T21:11:05.073931+00:00,,2026-06-22T21:21:11.671160+00:00,,,606,canceled
0,v6_0085,f06_quant,GithubActions,2,v5_0085,2026-06-22T21:11:02.207763+00:00,,2026-06-22T21:21:13.373767+00:00,,,611,canceled
0,v6_0080,f06_quant,GithubActions,2,v5_0080,2026-06-22T21:10:48.988301+00:00,,2026-06-22T21:21:20.126584+00:00,,,631,canceled
0,v6_0078,f06_quant,GithubActions,2,v5_0078,2026-06-22T21:10:44.284117+00:00,,2026-06-22T21:21:37.397398+00:00,,,653,canceled
0,v6_0077,f06_quant,GithubActions,2,v5_0077,2026-06-22T21:10:42.325858+00:00,,2026-06-22T21:21:38.154157+00:00,,,655,canceled
0,v6_0064,f06_quant,GithubActions,2,v5_0064,2026-06-22T21:10:10.659896+00:00,,2026-06-22T21:22:01.986940+00:00,,,711,canceled
0,v6_0060,f06_quant,GithubActions,2,v5_0060,2026-06-22T21:09:59.609664+00:00,,2026-06-22T21:22:23.681719+00:00,,,744,canceled
0,v6_0055,f06_quant,GithubActions,2,v5_0055,2026-06-22T21:09:44.696261+00:00,,2026-06-22T21:22:41.636985+00:00,,,776,canceled
0,v6_0056,f06_quant,GithubActions,2,v5_0056,2026-06-22T21:09:47.919111+00:00,,2026-06-22T21:22:40.545183+00:00,,,772,canceled
0,v6_0058,f06_quant,GithubActions,2,v5_0058,2026-06-22T21:09:53.368345+00:00,,2026-06-22T21:22:40.419214+00:00,,,767,canceled
0,v6_0059,f06_quant,GithubActions,2,v5_0059,2026-06-22T21:09:56.209530+00:00,,2026-06-22T21:22:37.963543+00:00,,,761,canceled
0,v6_0079,f06_quant,GithubActions,2,v5_0079,2026-06-22T21:10:46.435705+00:00,,2026-06-22T21:24:11.528754+00:00,,,805,canceled
0,v6_0076,f06_quant,GithubActions,2,v5_0076,2026-06-22T21:10:40.218200+00:00,,2026-06-22T21:27:18.046046+00:00,,,997,canceled
0,v5_0072,f05_modeling,GithubActions,2,v4_0072,2026-06-22T17:56:52.379263+00:00,2026-06-22T18:04:59.724317+00:00,2026-06-22T22:02:11.271026+00:00,487,14231,14718,failed
0,v6_0072,f06_quant,GithubActions,2,v5_0072,2026-06-22T21:10:31.636759+00:00,,2026-06-22T22:29:12.159871+00:00,,,4720,canceled
0,v7_0011,f07_modval,ESP32-v2,0,v6_0003,2026-06-23T07:59:45.530390+00:00,2026-06-23T08:00:07.832068+00:00,2026-06-23T08:00:41.209319+00:00,22,33,55,failed
0,v7_0001,f07_modval,ESP32-v1,0,v6_0057,2026-06-23T07:57:52.425545+00:00,2026-06-23T07:58:02.995006+00:00,2026-06-23T08:02:35.472434+00:00,10,272,283,failed
0,v7_0002,f07_modval,ESP32-v3-virtual,0,v6_0057,2026-06-23T07:58:01.637172+00:00,2026-06-23T07:58:12.959854+00:00,2026-06-23T08:04:35.089254+00:00,11,382,393,failed
0,v7_0012,f07_modval,ESP32-v4-virtual,0,v6_0003,2026-06-23T07:59:09.585232+00:00,2026-06-23T07:59:27.583987+00:00,2026-06-23T08:04:48.771378+00:00,17,321,339,failed
0,v7_0004,f07_modval,ESP32-v3-virtual,0,v6_0003,2026-06-23T08:47:53.381669+00:00,2026-06-23T08:48:03.320036+00:00,2026-06-23T09:12:00.084720+00:00,9,1436,1446,success
0,v7_0003,f07_modval,ESP32-v1,0,v6_0003,2026-06-23T08:47:40.407610+00:00,2026-06-23T08:47:50.159426+00:00,2026-06-23T09:12:10.708904+00:00,9,1460,1470,success
0,v8_0001,f08_sysval,ESP32-v1,0,v7_0003,2026-06-23T10:30:49.911976+00:00,2026-06-23T10:30:59.891326+00:00,2026-06-23T10:31:34.107472+00:00,9,34,44,failed
0,v8_0002,f08_sysval,ESP32-v1,0,v7_0003,2026-06-23T10:36:27.366728+00:00,2026-06-23T10:36:37.075067+00:00,2026-06-23T10:38:05.913516+00:00,9,88,98,success
9,v1_9999,f01_explore,GithubActions,2,,2026-06-23T16:46:55.584326+00:00,2026-06-23T16:47:10.621185+00:00,2026-06-23T16:50:19.530419+00:00,15,188,203,success
9,v2_9997,f02_events,GithubActions,2,v1_9999,2026-06-23T16:46:55.585326+00:00,2026-06-23T16:50:59.863824+00:00,2026-06-23T16:53:33.211088+00:00,244,153,397,success
9,v2_9998,f02_events,GithubActions,2,v1_9999,2026-06-23T16:46:55.586326+00:00,2026-06-23T16:51:15.172947+00:00,2026-06-23T16:54:04.822564+00:00,259,169,429,success
9,v2_9999,f02_events,GithubActions,2,v1_9999,2026-06-23T16:46:55.587326+00:00,2026-06-23T16:51:38.334375+00:00,2026-06-23T16:54:41.454461+00:00,282,183,465,success
